customer_id,signup_date,age,region,acquisition_channel,loyalty_tier
12476,2024-09-28,34.0,South East,Organic Search,Standard
12477,2024-08-12,39.0,Wales,Paid Search,Silver
12478,2024-07-08,44.0,North West,Paid Search,Standard
12479,2025-04-11,34.0,Scotland,Paid Search,Standard
12480,2025-11-15,18.0,West Midlands,Social,Gold
12481,2025-02-04,52.0,London,Social,Silver
12482,2024-05-21,31.0,North West,Paid Search,Standard
12483,2025-11-07,25.0,West Midlands,Paid Search,Standard
12484,2024-01-31,22.0,North East,Email,Silver
12485,2024-10-20,30.0,East of England,Social,Standard
12486,2024-03-31,28.0,South East,Email,Standard
12487,2024-01-24,26.0,North West,Paid Search,Standard
12488,2025-12-14,26.0,North West,Paid Search,Silver
12489,2024-03-01,40.0,East of England,Social,Silver
12490,2025-10-09,56.0,London,Direct,Standard
12491,2025-01-24,43.0,South West,Social,Standard
12492,2024-08-16,46.0,Yorkshire,Paid Search,Standard
12493,2025-09-08,30.0,South East,Organic Search,Standard
12494,2024-01-03,35.0,North West,Social,Standard
12495,2025-05-08,39.0,South East,Direct,Standard
12496,2025-07-02,27.0,South East,Email,Standard
12497,2024-09-17,29.0,South East,Paid Search,STANDARD
12498,2024-08-02,43.0,London,Organic Search,Standard
12499,2024-01-07,46.0,South East,Organic Search,Standard
12500,2024-01-16,35.0,North West,Email,Standard
12501,2024-02-01,21.0,South West,Paid Search,Standard
12502,2024-11-22,31.0,South East,Paid Search,Standard
12503,2025-01-14,18.0,North West,Organic Search,Standard
12504,2024-10-30,35.0,East of England,Direct,Standard
12505,2025-05-17,37.0,South West,Paid Search,Standard
12506,2024-09-15,31.0,yorkshire,Organic Search,Standard
12507,2025-07-19,37.0,South East,Paid Search,Standard
12508,2025-04-12,39.0,East of England,Email,Silver
12509,2025-10-31,37.0,London,Paid Search,Standard
12510,2025-06-03,21.0,South East,Affiliate,Standard
12511,2024-04-01,31.0,London,Email,Standard
12512,2025-02-03,39.0,North East,Paid Search,Standard
12513,2025-04-14,51.0,London,Direct,Silver
12514,2024-01-11,31.0,North West,Organic Search,Standard
12515,2024-02-01,40.0,North West,Email,Gold
12516,2024-01-17,44.0,south east,Social,Standard
12517,2024-05-02,32.0,South East,Paid Search,Gold
12518,2025-09-22,47.0,London,Paid Search,Standard
12519,2024-06-20,47.0,South East,Social,Gold
12520,2024-05-13,49.0,Wales,Paid Search,Gold
12521,2024-11-14,39.0,London,Social,Standard
12522,2024-10-11,60.0,South West,Social,Gold
12523,2025-12-11,27.0,South East,Affiliate,Standard
12524,2024-03-15,57.0,North West,Organic Search,Standard
12525,2025-08-24,42.0,South East,Paid Search,Standard
12526,2024-06-12,49.0,South East,Social,Standard
12527,2024-08-09,30.0,London,Email,Standard
12528,2024-12-13,43.0,Wales,Paid Search,Standard
12529,2025-11-28,50.0,East of England,Paid Search,Standard
12530,2024-06-17,22.0,London,Direct,Standard
12531,2024-09-02,32.0,North West,Organic Search,Standard
12532,2025-04-16,18.0,North West,Email,Standard
12533,2025-04-24,32.0,South West,Affiliate,Standard
12534,2024-09-19,25.0,Scotland,Paid Search,Standard
12535,2024-04-03,32.0,London,Paid Search,Standard
12536,2025-07-17,66.0,Yorkshire,Social,Silver
12537,2025-10-05,53.0,Yorkshire,Affiliate,Standard
12538,2025-03-06,18.0,East of England,Direct,Gold
12539,2025-09-16,40.0,East of England,Paid Search,Standard
12540,2024-06-30,43.0,London,Paid Search,Standard
12541,2025-09-09,30.0,London,Paid Search,Silver
12542,2025-07-31,36.0,South West,Organic Search,Standard
12543,2025-10-07,37.0,Wales,Organic Search,Standard
12544,2025-10-28,19.0,London,Direct,Standard
12545,2024-09-03,23.0,South West,Paid Search,Standard
12546,2024-03-26,36.0,London,Organic Search,Standard
12547,2025-06-19,35.0,South East,Organic Search,Standard
12548,2025-04-23,26.0,South East,Direct,Standard
12549,2025-04-08,25.0,Scotland,Organic Search,Standard
12550,2025-03-27,33.0,London,Email,Standard
12551,2024-01-30,44.0,London,Affiliate,Standard
12552,2025-04-23,33.0,London,Email,Standard
12553,2024-12-12,52.0,East of England,Paid Search,Standard
12554,2024-01-23,26.0,East of England,Email,Standard
12555,2025-09-03,36.0,London,Paid Search,Standard
12556,2024-01-21,30.0,South East,Paid Search,Standard
12557,2024-06-15,40.0,South East,Affiliate,Standard
12558,2024-07-29,25.0,London,Social,Standard
12559,2025-07-13,55.0,Yorkshire,Social,Standard
12560,2024-02-27,18.0,North West,Email,Standard
12561,2024-10-01,53.0,South East,Email,Standard
12562,2024-09-18,35.0,East of England,Direct,Standard
12563,2024-10-23,40.0,South East,Affiliate,Standard
12564,2025-09-15,49.0,London,Social,Standard
12565,2024-08-20,43.0,East of England,Organic Search,Standard
12566,2024-09-10,26.0,North West,Social,Standard
12567,2024-10-19,41.0,South East,Paid Search,Standard
12568,2024-10-07,55.0,south east,Social,Standard
12569,2025-11-13,24.0,South East,Email,Silver
12570,2024-07-10,57.0,South East,Organic Search,Silver
12571,2024-03-22,38.0,South West,Affiliate,Gold
12572,2024-10-28,29.0,North West,Paid Search,Silver
12573,2024-02-29,24.0,London,Affiliate,Standard
12574,2025-07-24,32.0,North West,Organic Search,Standard
12575,2025-09-29,18.0,Scotland,Affiliate,Standard
12576,2025-08-17,29.0,London,Social,Gold
12577,2025-07-29,31.0,East of England,Paid Search,Silver
12578,2024-10-28,22.0,South East,Organic Search,Standard
12579,2025-05-14,42.0,West Midlands,Direct,Standard
12580,2024-10-10,32.0,North East,Organic Search,Gold
12581,2025-09-02,,North East,Organic Search,Standard
12582,2024-05-19,30.0,South West,Affiliate,Gold
12583,2024-04-10,38.0,North West,Email,Standard
12584,2025-11-28,35.0,East of England,Affiliate,Standard
12585,2024-09-14,26.0,North West,Direct,Standard
12586,2024-08-10,35.0,North East,Paid Search,Standard
12587,2025-04-22,33.0,North West,Affiliate,Standard
12588,2024-09-01,21.0,London,Organic Search,Standard
12589,2025-06-18,31.0,South East,Direct,Standard
12590,2024-11-03,40.0,north west,Email,Standard
12591,2025-07-14,40.0,London,Direct,Standard
12592,2024-02-27,31.0,East of England,Social,Standard
12593,2025-06-04,41.0,West Midlands,Email,Standard
12594,2024-08-22,23.0,Yorkshire,Direct,Silver
12595,2024-10-29,24.0,Yorkshire,Paid Search,Standard
12596,2025-10-27,31.0,London,Paid Search,Standard
12597,2024-12-10,50.0,West Midlands,Affiliate,Gold
12598,2024-02-23,36.0,Yorkshire,Direct,Standard
12599,2024-11-23,31.0,London,Email,Standard
12600,2024-06-20,51.0,South West,Paid Search,Standard
12601,2024-12-05,31.0,West Midlands,Organic Search,Standard
12602,2024-06-04,59.0,South East,Social,Gold
12603,2025-04-04,28.0,South East,Affiliate,Standard
12604,2024-06-17,23.0,London,Organic Search,Standard
12605,2024-11-28,32.0,North West,Paid Search,Standard
12606,2025-11-13,31.0,London,Organic Search,Standard
12607,2025-04-01,25.0,South West,Paid Search,Standard
12608,2025-05-21,63.0,East of England,Social,Standard
12609,2025-07-06,38.0,London,Organic Search,Standard
12610,2025-10-19,39.0,South West,Social,Standard
12611,2025-09-25,29.0,London,Organic Search,Standard
12612,2025-09-05,28.0,London,Affiliate,Standard
12613,2024-08-31,45.0,South East,Email,Standard
12614,2025-03-22,18.0,South West,Email,Standard
12615,2025-08-07,21.0,South West,Affiliate,Standard
12616,2025-02-04,31.0,London,Organic Search,Standard
12617,2024-03-31,49.0,South East,Direct,Standard
12618,2024-12-30,30.0,London,Organic Search,Standard
12619,2024-06-03,39.0,South East,Paid Search,Standard
12620,2025-05-08,34.0,London,Organic Search,Standard
12621,2025-09-06,48.0,London,Direct,Standard
12622,2025-05-16,18.0,East of England,Social,Standard
12623,2025-01-28,42.0,Wales,Paid Search,Standard
12624,2025-03-04,32.0,London,Paid Search,Silver
12625,2025-01-20,44.0,North West,Direct,Gold
12626,2024-11-16,25.0,london,Organic Search,Standard
12627,2024-06-11,34.0,South East,Paid Search,Gold
12628,2025-04-27,33.0,South West,Organic Search,Standard
12629,2024-09-06,23.0,London,Organic Search,Standard
12630,2024-04-22,20.0,West Midlands,Direct,Standard
12631,2025-07-26,28.0,London,Social,Standard
12632,2025-01-29,35.0,Yorkshire,Organic Search,Silver
12633,2025-01-07,26.0,West Midlands,Affiliate,Silver
12634,2025-01-06,30.0,North West,Affiliate,Silver
12635,2024-02-25,18.0,London,Direct,Standard
12636,2025-01-17,30.0,South East,Organic Search,Silver
12637,2025-01-23,45.0,North West,Paid Search,Standard
12638,2024-12-31,42.0,South West,Direct,Standard
12639,2024-01-06,33.0,West Midlands,Organic Search,Standard
12640,2025-06-20,37.0,South West,Paid Search,Standard
12641,2025-03-15,25.0,west midlands,Direct,Standard
12642,2025-06-25,52.0,West Midlands,Organic Search,STANDARD
12643,2024-12-26,57.0,South East,Email,Standard
12644,2024-08-23,36.0,North East,Direct,Silver
12645,2025-08-18,62.0,North West,Social,Standard
12646,2024-09-07,27.0,London,Direct,Silver
12647,2024-11-20,20.0,London,Affiliate,Silver
12648,2024-01-12,26.0,North West,Affiliate,Standard
12649,2024-04-26,32.0,West Midlands,Email,Standard
12650,2024-03-22,59.0,Wales,Organic Search,Standard
12651,2024-10-29,31.0,West Midlands,Paid Search,Standard
12652,2024-07-06,25.0,London,Affiliate,Gold
12653,2024-08-25,24.0,London,Organic Search,Standard
12654,2025-07-01,47.0,East of England,Paid Search,Silver
12655,2025-05-03,45.0,East of England,Social,Silver
12656,2025-07-24,29.0,Wales,Paid Search,Silver
12657,2025-08-06,18.0,North West,Affiliate,Standard
12658,2024-06-26,22.0,North East,Direct,Silver
12659,2025-03-16,53.0,North West,Organic Search,Standard
12660,2025-09-13,42.0,West Midlands,Organic Search,Silver
12661,2024-08-05,35.0,East of England,Affiliate,Standard
12662,2024-09-25,55.0,East of England,Organic Search,Standard
12663,2025-01-14,56.0,East of England,Organic Search,Standard
12664,2025-07-24,34.0,Yorkshire,Paid Search,Silver
12665,2024-04-15,34.0,London,Paid Search,Gold
12666,2024-11-29,28.0,Wales,Email,Standard
12667,2024-06-22,31.0,East of England,Paid Search,Standard
12668,2025-05-24,18.0,South West,Social,Silver
12669,2024-06-21,18.0,London,Email,Standard
12670,2024-09-11,18.0,South East,Organic Search,Standard
12671,2024-09-04,46.0,East of England,Paid Search,Gold
12672,2024-02-20,18.0,London,Organic Search,Standard
12673,2025-04-22,55.0,London,Affiliate,Silver
12674,2024-06-30,26.0,South East,Organic Search,Standard
12675,2024-12-16,53.0,South East,Direct,Standard
12676,2025-05-13,30.0,Wales,Affiliate,Standard
12677,2025-07-16,18.0,East of England,Social,STANDARD
12678,2025-10-18,48.0,South West,Direct,Standard
12679,2024-03-31,49.0,Scotland,Paid Search,Standard
12680,2025-03-25,24.0,South East,Paid Search,Standard
12681,2024-08-22,30.0,Scotland,Organic Search,Silver
12682,2025-07-03,24.0,Wales,Email,Standard
12683,2024-10-04,33.0,North West,Paid Search,Standard
12684,2024-01-11,35.0,East of England,Direct,Standard
12685,2025-09-04,30.0,Yorkshire,Direct,Standard
12686,2025-06-27,18.0,South East,Social,Standard
12687,2024-08-24,28.0,South East,Social,Standard
12688,2025-08-20,42.0,London,Organic Search,Silver
12689,2024-10-20,32.0,South East,Organic Search,Standard
12690,2024-10-22,30.0,London,Paid Search,Standard
12691,2024-08-02,24.0,Yorkshire,Social,Standard
12692,2024-12-19,27.0,London,Organic Search,Standard
12693,2025-12-12,49.0,South West,Direct,Silver
12694,2024-02-07,21.0,South East,Direct,Standard
12695,2025-02-28,42.0,South East,Paid Search,Standard
12696,2024-05-04,35.0,Yorkshire,Email,Silver
12697,2024-03-29,37.0,Yorkshire,Paid Search,Standard
12698,2024-02-10,26.0,West Midlands,Social,Standard
12699,2024-07-14,30.0,North West,Affiliate,Standard
12700,2025-06-06,34.0,Yorkshire,Social,Silver
12701,2025-06-10,28.0,South East,Email,Standard
12702,2025-07-25,38.0,South West,Organic Search,Standard
12703,2024-04-13,39.0,South East,Organic Search,Standard
12704,2024-03-18,58.0,London,Direct,Silver
12705,2025-12-03,37.0,Wales,Direct,Standard
12706,2025-10-20,18.0,North West,Social,Standard
12707,2025-05-15,47.0,South West,Organic Search,Standard
12708,2025-08-23,32.0,London,Social,Standard
12709,2025-07-29,56.0,North West,Social,Silver
12710,2025-02-16,50.0,Wales,Email,Standard
12711,2024-12-06,28.0,Wales,Paid Search,Standard
12712,2025-11-30,42.0,North West,Direct,Standard
12713,2025-04-28,27.0,West Midlands,Direct,Silver
12714,2025-09-22,34.0,London,Direct,Standard
12715,2024-05-28,41.0,London,Direct,Silver
12716,2024-06-08,46.0,South East,Organic Search,Standard
12717,2025-03-26,44.0,East of England,Paid Search,Silver
12718,2025-11-13,35.0,Wales,Affiliate,Silver
12719,2025-03-19,61.0,North East,Social,Gold
12720,2024-11-12,30.0,South East,Direct,Standard
12721,2024-01-18,18.0,South East,Organic Search,Standard
12722,2024-04-20,18.0,South East,Paid Search,Silver
12723,2024-06-14,50.0,East of England,Email,Standard
12724,2024-05-23,33.0,Yorkshire,Paid Search,Standard
12725,2025-05-17,36.0,North West,Paid Search,Silver
12726,2025-05-04,28.0,North East,Social,Standard
12727,2024-09-28,29.0,East of England,Affiliate,Standard
12728,2025-12-07,25.0,West Midlands,Paid Search,Gold
12729,2024-10-08,39.0,Scotland,Organic Search,Standard
12730,2024-11-14,33.0,west midlands,Affiliate,Silver
12731,2025-01-11,39.0,London,Email,Standard
12732,2025-02-13,38.0,South East,Social,Standard
12733,2024-05-16,29.0,London,Social,Standard
12734,2024-08-02,18.0,London,Paid Search,GOLD
12735,2025-05-06,18.0,East of England,Organic Search,Standard
12736,2025-08-27,67.0,North West,Affiliate,Standard
12737,2024-10-29,50.0,London,Paid Search,Standard
12738,2024-03-23,49.0,South East,Direct,Standard
12739,2025-08-31,27.0,South East,Direct,Standard
12740,2025-02-20,34.0,yorkshire,Paid Search,Standard
12741,2024-11-07,25.0,London,Organic Search,Silver
12742,2025-02-23,20.0,London,Email,Standard
12743,2025-08-11,28.0,West Midlands,Affiliate,Silver
12744,2024-01-01,49.0,East of England,Organic Search,Silver
12745,2024-09-14,43.0,London,Social,Gold
12746,2025-11-03,23.0,North West,Paid Search,Standard
12747,2024-08-03,31.0,South West,Organic Search,Standard
12748,2025-11-27,42.0,East of England,Paid Search,Silver
12749,2024-07-20,28.0,west midlands,Organic Search,GOLD
12750,2024-11-30,35.0,London,Paid Search,Standard
12751,2024-02-20,38.0,London,Social,Standard
12752,2025-06-02,38.0,South West,Paid Search,Standard
12753,2024-06-20,37.0,London,Paid Search,Standard
12754,2025-08-29,27.0,London,Email,Silver
12755,2024-04-02,28.0,south east,Affiliate,Gold
12756,2024-03-24,22.0,South West,Social,Standard
12757,2024-12-01,18.0,Yorkshire,Social,Gold
12758,2024-03-01,33.0,West Midlands,Paid Search,Standard
12759,2024-08-23,43.0,Wales,Direct,Standard
12760,2025-05-07,19.0,South West,Organic Search,Standard
12761,2024-12-26,37.0,South West,Organic Search,STANDARD
12762,2025-02-04,43.0,South East,Organic Search,Standard
12763,2024-03-05,18.0,London,Organic Search,Standard
12764,2025-04-30,31.0,London,Email,Silver
12765,2024-03-06,52.0,London,Direct,Standard
12766,2025-02-12,40.0,North West,Social,Gold
12767,2025-07-19,18.0,South East,Paid Search,Standard
12768,2025-06-03,41.0,London,Affiliate,Standard
12769,2024-09-09,26.0,North West,Paid Search,Standard
12770,2024-04-20,42.0,South East,Social,Gold
12771,2025-08-16,26.0,North East,Paid Search,Standard
12772,2024-06-03,33.0,Yorkshire,Social,Standard
12773,2024-12-20,28.0,South East,Organic Search,Standard
12774,2024-06-18,34.0,london,Direct,Gold
12775,2024-01-22,28.0,Scotland,Paid Search,Standard
12776,2024-10-24,,Yorkshire,Social,Standard
12777,2025-01-28,21.0,Wales,Organic Search,Standard
12778,2025-06-27,39.0,London,Social,Standard
12779,2025-06-02,36.0,West Midlands,Affiliate,Standard
12780,2025-08-17,18.0,South East,Social,Standard
12781,2025-08-04,45.0,South East,Paid Search,Silver
12782,2024-10-13,32.0,London,Email,Standard
12783,2024-08-31,36.0,North West,Affiliate,Standard
12784,2025-03-06,42.0,East of England,Organic Search,Silver
12785,2024-12-08,38.0,Yorkshire,Organic Search,Standard
12786,2024-07-30,47.0,London,Social,Standard
12787,2024-01-23,31.0,Scotland,Paid Search,Gold
12788,2024-12-06,45.0,South East,Organic Search,Standard
12789,2024-12-01,35.0,Scotland,Email,Standard
12790,2025-11-03,40.0,West Midlands,Social,Standard
12791,2025-08-03,38.0,London,Paid Search,STANDARD
12792,2024-07-11,48.0,North West,Paid Search,Standard
12793,2024-03-19,42.0,East of England,Paid Search,Gold
12794,2025-07-17,29.0,London,Organic Search,Standard
12795,2024-12-14,27.0,London,Direct,Standard
12796,2024-01-31,33.0,Scotland,Organic Search,Standard
12797,2025-06-22,26.0,Scotland,Organic Search,Silver
12798,2024-09-03,22.0,East of England,Affiliate,Silver
12799,2024-05-02,18.0,London,Social,Standard
12800,2025-04-16,18.0,South East,Affiliate,Standard
12801,2025-07-15,56.0,London,Social,Standard
12802,2025-07-08,27.0,West Midlands,Direct,Standard
12803,2024-07-15,55.0,South West,Paid Search,Standard
12804,2025-02-27,38.0,South East,Social,Silver
12805,2024-11-29,33.0,Yorkshire,Organic Search,Silver
12806,2025-09-13,18.0,Scotland,Paid Search,Gold
12807,2024-05-15,34.0,London,Organic Search,Standard
12808,2025-08-09,55.0,South West,Social,Standard
12809,2024-09-04,51.0,East of England,Social,Standard
12810,2025-03-17,37.0,South East,Organic Search,Standard
12811,2024-12-25,21.0,South West,Organic Search,Standard
12812,2024-09-05,23.0,London,Social,Standard
12813,2024-06-14,25.0,London,Email,Standard
12814,2024-09-17,48.0,North West,Email,Standard
12815,2025-03-10,52.0,South East,Email,Standard
12816,2025-03-15,36.0,North West,Social,Silver
12817,2025-03-21,31.0,London,Paid Search,STANDARD
12818,2025-04-14,51.0,West Midlands,Email,Standard
12819,2024-02-06,23.0,West Midlands,Paid Search,Standard
12820,2024-10-09,35.0,Yorkshire,Email,Gold
12821,2024-08-13,39.0,London,Organic Search,Standard
12822,2024-10-11,25.0,East of England,Social,Standard
12823,2024-09-30,27.0,North East,Email,Silver
12824,2024-05-06,26.0,London,Paid Search,Standard
12825,2025-11-20,50.0,London,Direct,Standard
12826,2024-01-01,55.0,South East,Organic Search,Silver
12827,2025-03-01,35.0,Scotland,Paid Search,Standard
12828,2024-11-25,31.0,London,Email,Standard
12829,2025-05-17,27.0,London,Affiliate,Standard
12830,2025-08-17,34.0,Scotland,Organic Search,Standard
12831,2025-04-08,28.0,South East,Organic Search,Standard
12832,2025-07-02,33.0,London,Social,Gold
12833,2024-07-14,39.0,East of England,Paid Search,Standard
12834,2025-12-11,30.0,London,Social,Standard
12835,2024-03-03,32.0,South West,Affiliate,Standard
12836,2025-04-23,32.0,London,Paid Search,Standard
12837,2024-04-14,31.0,East of England,Organic Search,Standard
12838,2024-06-16,29.0,,Email,Standard
12839,2025-08-13,42.0,London,Social,Silver
12840,2025-04-29,18.0,East of England,Social,Standard
12841,2025-03-28,51.0,Wales,Affiliate,Standard
12842,2025-08-15,35.0,South East,Affiliate,Standard
12843,2024-07-18,41.0,Scotland,Organic Search,Gold
12844,2025-04-03,42.0,Scotland,Affiliate,Silver
12845,2024-05-24,26.0,South East,Social,Standard
12846,2024-12-10,24.0,East of England,Direct,Standard
12847,2024-10-16,23.0,Yorkshire,Social,Standard
12848,2025-03-18,31.0,North West,Direct,Standard
12849,2024-02-16,42.0,North West,Affiliate,Standard
12850,2024-01-19,28.0,South East,Paid Search,Standard
12851,2024-01-23,41.0,Wales,Email,Standard
12852,2024-07-08,18.0,London,Social,Standard
12853,2025-02-15,30.0,West Midlands,Social,Standard
12854,2024-04-22,47.0,North East,Organic Search,Standard
12855,2025-12-09,32.0,South East,Organic Search,Silver
12856,2024-10-22,25.0,East of England,Paid Search,Silver
12857,2024-08-04,27.0,North West,Social,Standard
12858,2025-09-30,18.0,Wales,Social,Standard
12859,2024-05-05,23.0,South West,Social,Silver
12860,2024-05-14,46.0,West Midlands,Organic Search,Standard
12861,2024-09-29,28.0,London,Affiliate,Silver
12862,2024-02-20,29.0,London,Email,Silver
12863,2025-05-02,18.0,London,Direct,Standard
12864,2025-07-09,18.0,South West,Direct,Standard
12865,2024-09-09,47.0,East of England,Affiliate,Standard
12866,2025-09-12,41.0,London,Email,Standard
12867,2024-01-06,20.0,London,Paid Search,Silver
12868,2025-01-14,27.0,South East,Email,Standard
12869,2025-06-05,34.0,North East,Paid Search,Standard
12870,2024-09-26,21.0,London,Direct,Silver
12871,2025-11-07,18.0,South West,Email,Standard
12872,2024-11-03,32.0,North West,Social,Standard
12873,2025-10-18,40.0,North East,Social,Standard
12874,2025-04-16,41.0,,Email,Standard
12875,2024-06-14,44.0,South East,Email,Standard
12876,2025-08-17,18.0,London,Organic Search,Standard
12877,2024-01-22,35.0,London,Paid Search,Standard
12878,2024-05-15,31.0,North West,Direct,Standard
12879,2025-07-11,33.0,South East,Email,Gold
12880,2025-10-07,32.0,South East,Organic Search,STANDARD
12881,2024-10-04,27.0,London,Paid Search,Gold
12882,2025-04-15,18.0,South West,Social,Standard
12883,2025-05-13,47.0,South East,Direct,Silver
12884,2025-06-11,38.0,South East,Direct,Silver
12885,2025-10-09,18.0,London,Organic Search,Standard
12886,2024-03-03,39.0,South West,Paid Search,Standard
12887,2024-05-17,29.0,London,Organic Search,Standard
12888,2025-10-18,29.0,East of England,Organic Search,Standard
12889,2025-01-24,26.0,West Midlands,Paid Search,Standard
12890,2025-01-12,40.0,East of England,Social,Silver
12891,2024-10-15,25.0,London,Affiliate,Standard
12892,2024-09-15,22.0,West Midlands,Organic Search,Standard
12893,2024-06-24,46.0,South West,Paid Search,Standard
12894,2024-10-12,32.0,South East,Social,Silver
12895,2024-02-22,32.0,London,Social,Standard
12896,2024-07-28,42.0,Scotland,Paid Search,Standard
12897,2025-12-11,27.0,South East,Organic Search,Silver
12898,2024-04-26,29.0,South West,Email,Standard
12899,2025-06-07,37.0,London,Organic Search,Standard
12900,2024-01-25,18.0,West Midlands,Email,Standard
12901,2025-06-08,36.0,South East,Direct,Standard
12902,2024-07-08,26.0,North West,Organic Search,Standard
12903,2025-05-17,43.0,London,Email,Silver
12904,2024-12-21,40.0,South East,Affiliate,Standard
12905,2025-07-08,39.0,North West,Email,Gold
12906,2025-04-21,18.0,South East,Paid Search,Standard
12907,2025-02-03,33.0,London,Organic Search,Standard
12908,2025-06-08,21.0,North West,Affiliate,Standard
12909,2025-11-21,34.0,Scotland,Paid Search,Standard
12910,2025-03-01,18.0,South East,Affiliate,Standard
12911,2024-05-04,18.0,West Midlands,Affiliate,Standard
12912,2024-03-23,47.0,South East,Direct,Standard
12913,2025-01-26,38.0,East of England,Affiliate,Silver
12914,2024-11-04,30.0,north west,Direct,Standard
12915,2025-03-11,24.0,West Midlands,Direct,STANDARD
12916,2025-04-22,22.0,South East,Social,Silver
12917,2024-05-13,36.0,London,Paid Search,Silver
12918,2025-06-15,30.0,East of England,Organic Search,Standard
12919,2025-12-09,51.0,West Midlands,Paid Search,Standard
12920,2024-08-20,32.0,East of England,Paid Search,Standard
12921,2025-10-26,35.0,London,Affiliate,Silver
12922,2025-10-25,19.0,South East,Affiliate,Standard
12923,2024-10-26,30.0,North West,Paid Search,Silver
12924,2025-07-22,36.0,London,Affiliate,Standard
12925,2025-10-28,30.0,North East,Email,Standard
12926,2025-08-31,29.0,South West,Social,Silver
12927,2024-10-04,38.0,Yorkshire,Affiliate,Silver
12928,2025-04-21,51.0,South East,Affiliate,Standard
12929,2025-02-27,36.0,South East,Affiliate,Standard
12930,2024-10-22,47.0,Scotland,Social,Standard
12931,2025-04-02,41.0,East of England,Paid Search,Standard
12932,2025-10-29,46.0,london,Paid Search,Standard
12933,2024-01-19,27.0,Scotland,Email,Standard
12934,2025-10-06,32.0,South East,Direct,Gold
12935,2024-09-20,32.0,North West,Email,Silver
12936,2025-08-15,40.0,London,Affiliate,Standard
12937,2024-03-18,43.0,Yorkshire,Paid Search,Silver
12938,2025-09-29,,Scotland,Paid Search,Standard
12939,2024-11-16,44.0,South East,Email,Standard
12940,2025-10-17,28.0,London,Direct,Standard
12941,2024-11-01,44.0,East of England,Social,Standard
12942,2025-06-17,45.0,london,Organic Search,Standard
12943,2025-03-02,41.0,South West,Direct,Standard
12944,2024-05-23,35.0,West Midlands,Organic Search,Gold
12945,2024-06-27,42.0,London,Social,Gold
12946,2025-01-20,24.0,Wales,Social,Standard
12947,2024-12-14,36.0,North West,Direct,Gold
12948,2025-03-16,37.0,South East,Organic Search,Gold
12949,2025-07-30,19.0,South West,Email,Standard
12950,2025-07-06,39.0,Yorkshire,Paid Search,Standard
12951,2024-02-11,20.0,South West,Paid Search,Standard
12952,2024-12-20,29.0,Scotland,Paid Search,Standard
12953,2024-04-15,34.0,London,Paid Search,Standard
12954,2025-01-01,26.0,South East,Direct,Standard
12955,2025-01-18,35.0,East of England,Email,Silver
12956,2025-12-12,35.0,London,Direct,Standard
12957,2024-10-04,25.0,South East,Affiliate,Standard
12958,2024-11-19,40.0,East of England,Paid Search,Standard
12959,2024-12-31,26.0,South East,Organic Search,Gold
12960,2024-04-02,59.0,London,Paid Search,Standard
12961,2024-02-12,33.0,South East,Paid Search,Standard
12962,2025-05-22,21.0,London,Organic Search,Standard
12963,2024-08-02,23.0,London,Organic Search,Silver
12964,2024-09-16,47.0,London,Organic Search,Standard
12965,2025-12-10,29.0,Scotland,Paid Search,Standard
12966,2024-06-26,19.0,London,Organic Search,Standard
12967,2025-10-08,43.0,London,Paid Search,Standard
12968,2025-03-25,29.0,Scotland,Social,Silver
12969,2024-07-08,41.0,North West,Organic Search,Standard
12970,2025-11-13,44.0,South East,Organic Search,Standard
12971,2025-03-20,37.0,North East,Affiliate,Standard
12972,2024-08-11,60.0,North East,Direct,Silver
12973,2024-11-18,18.0,North West,Paid Search,Silver
12974,2024-09-23,25.0,West Midlands,Social,Standard
12975,2025-08-27,31.0,East of England,Paid Search,Standard
12976,2024-11-28,59.0,Scotland,Social,Standard
12977,2024-01-27,54.0,South West,Organic Search,Gold
12978,2025-05-06,48.0,Yorkshire,Social,Standard
12979,2025-06-25,25.0,London,Social,Gold
12980,2024-10-10,27.0,North West,Paid Search,Gold
12981,2025-10-21,25.0,Scotland,Direct,Silver
12982,2024-10-30,25.0,london,Paid Search,Standard
12983,2024-07-07,50.0,South East,Organic Search,Standard
12984,2025-05-16,31.0,North West,Email,Standard
12985,2024-04-01,33.0,North West,Organic Search,Standard
12986,2025-12-05,43.0,North West,Organic Search,Standard
12987,2025-05-03,18.0,Scotland,Paid Search,Silver
12988,2024-08-14,35.0,London,Affiliate,Standard
12989,2024-02-28,22.0,West Midlands,Direct,Silver
12990,2025-02-22,31.0,West Midlands,Email,Silver
12991,2025-02-23,28.0,London,Direct,Standard
12992,2025-07-21,27.0,London,Social,Standard
12993,2024-07-21,36.0,West Midlands,Organic Search,SILVER
12994,2024-05-31,36.0,West Midlands,Social,Standard
12995,2024-10-22,32.0,West Midlands,Email,Standard
12996,2025-08-08,38.0,South West,Organic Search,Standard
12997,2025-10-11,24.0,North West,Paid Search,Standard
12998,2024-09-10,41.0,South East,Organic Search,Standard
12999,2024-02-04,32.0,London,Paid Search,Silver
13000,2024-03-20,29.0,West Midlands,Social,Standard
13001,2025-01-24,25.0,West Midlands,Email,Standard
13002,2024-01-18,31.0,Yorkshire,Paid Search,Standard
13003,2025-06-01,55.0,South West,Organic Search,Standard
13004,2024-01-24,33.0,North West,Social,Silver
13005,2024-10-29,21.0,Wales,Organic Search,Standard
13006,2025-07-24,44.0,South West,Organic Search,Standard
