order_id,customer_id,order_datetime,status,payment_method,device
530010,18416,2025-08-29 17:12:00,Completed,Card,Desktop
530011,12297,2025-05-27 09:02:00,Completed,Card,Mobile
530012,5644,2025-06-02 17:23:00,Returned,PayPal,Mobile
530013,13038,2025-12-26 17:35:00,Completed,Apple Pay,Desktop
530014,5680,2025-10-04 15:15:00,Completed,Apple Pay,Tablet
530015,2894,2025-10-28 13:02:00,Completed,Apple Pay,Mobile
530016,11419,2025-08-25 02:13:00,Completed,Card,Mobile
530017,716,2025-01-14 22:50:00,Completed,Card,Mobile
530018,112,2025-07-19 20:15:00,Completed,PayPal,Desktop
530019,7509,2025-02-22 16:37:00,Completed,Google Pay,Mobile
530020,10946,2025-05-14 18:58:00,Completed,Google Pay,Tablet
530021,6468,2025-08-03 09:16:00,Returned,PayPal,Desktop
530022,10723,2025-11-21 19:09:00,Completed,PayPal,Desktop
530023,6309,2025-03-31 05:47:00,Completed,Card,Desktop
530024,14119,2025-05-29 14:32:00,Completed,PayPal,Mobile
530025,15935,2025-12-04 14:26:00,Completed,Google Pay,Tablet
530026,13807,2025-11-05 12:32:00,Completed,PayPal,Mobile
530027,2313,2025-02-20 02:03:00,Returned,Card,Desktop
530028,15271,2025-08-19 14:04:00,Completed,Apple Pay,Mobile
530029,10235,2025-12-08 07:23:00,Completed,Card,Mobile
530030,13749,2025-11-25 11:30:00,Completed,Card,Mobile
530031,13055,2025-10-10 11:23:00,Completed,PayPal,Desktop
530032,6476,2025-12-15 19:56:00,Completed,PayPal,Mobile
530033,17465,2025-11-11 00:10:00,Completed,Card,Desktop
530034,19826,2025-05-19 22:32:00,Completed,Card,Desktop
530035,5445,2025-11-20 20:42:00,Completed,Apple Pay,Mobile
530036,16467,2025-12-08 11:40:00,Completed,Card,Desktop
530037,14307,2025-03-28 16:21:00,Completed,Card,Mobile
530038,1963,2025-03-28 02:36:00,Completed,Card,Mobile
530039,19189,2025-06-18 10:21:00,Completed,PayPal,Desktop
530040,1990,2025-08-30 11:30:00,Completed,Card,Mobile
530041,6096,2025-04-15 19:08:00,Completed,Card,Tablet
530042,15923,2025-12-17 06:19:00,Completed,Card,Mobile
530043,11353,2025-10-17 12:49:00,Returned,Apple Pay,Desktop
530044,13773,2025-02-04 04:36:00,Completed,Apple Pay,Mobile
530045,18770,2025-03-17 11:08:00,Completed,Card,Mobile
530046,7070,2025-02-04 16:05:00,Completed,PayPal,Desktop
530047,14224,2025-02-01 18:27:00,Completed,Apple Pay,Desktop
530048,18991,2025-08-06 20:52:00,Completed,Card,Desktop
530049,9762,2025-06-20 23:59:00,Cancelled,Card,Tablet
530050,12444,2025-06-07 21:19:00,Completed,PayPal,Desktop
530051,8412,2025-05-15 08:19:00,Completed,Card,Tablet
530052,4931,2025-04-27 01:43:00,Completed,Google Pay,Tablet
530053,18041,2025-11-10 07:48:00,Completed,Apple Pay,Desktop
530054,5778,2025-01-19 04:25:00,Completed,Apple Pay,Mobile
530055,2815,2025-05-16 09:51:00,Completed,Card,Tablet
530056,13105,2025-09-01 10:24:00,Completed,Card,Mobile
530057,9303,2025-09-12 03:28:00,Returned,Card,Desktop
530058,6508,2025-11-02 18:43:00,Completed,Google Pay,Mobile
530059,10407,2025-06-03 21:26:00,Returned,Card,Mobile
530060,13752,2025-09-12 19:12:00,Completed,Card,Tablet
530061,15360,2025-06-06 14:49:00,Completed,Google Pay,Mobile
530062,6341,2025-02-09 20:30:00,Completed,PayPal,Desktop
530063,7902,2025-03-03 01:15:00,Completed,Apple Pay,Desktop
530064,7437,2025-01-15 04:09:00,Completed,PayPal,Tablet
530065,12210,2025-10-29 06:57:00,Cancelled,Card,Mobile
530066,16955,2025-05-26 04:33:00,Completed,Card,Mobile
530067,2322,2025-01-27 12:37:00,Completed,PayPal,Mobile
530068,2017,2025-03-14 08:52:00,Completed,Card,Mobile
530069,4832,2025-06-09 08:23:00,Completed,Card,Mobile
530070,10565,2025-04-22 01:20:00,Completed,Apple Pay,Desktop
530071,19722,2025-04-06 03:00:00,Cancelled,Card,Mobile
530072,17917,2025-01-11 23:00:00,Completed,Card,Mobile
530073,4871,2025-03-04 02:43:00,Completed,Card,Mobile
530074,18198,2025-12-03 13:51:00,Completed,Card,Mobile
530075,11687,2025-09-24 23:35:00,Completed,Card,Mobile
530076,11535,2025-02-03 09:43:00,Completed,Apple Pay,Tablet
530077,12419,2025-12-29 13:21:00,Completed,Card,Mobile
530078,14072,2025-01-15 09:35:00,Completed,Card,Mobile
530079,7470,2025-01-01 13:47:00,Completed,PayPal,Desktop
530080,16455,2025-03-08 23:53:00,Completed,Apple Pay,Desktop
530081,19067,2025-09-12 05:27:00,Completed,Card,Desktop
530082,1930,2025-05-18 12:04:00,Completed,Card,Mobile
530083,7306,2025-09-11 15:21:00,Completed,Apple Pay,Desktop
530084,12764,2025-11-29 20:26:00,Completed,Card,Desktop
530085,14506,2025-04-25 14:27:00,Completed,Card,Mobile
530086,9859,2025-01-25 22:28:00,Completed,Card,Tablet
530087,443,2025-10-06 11:09:00,Completed,Apple Pay,Mobile
530088,16108,2025-03-08 07:52:00,Completed,Apple Pay,Desktop
530089,15614,2025-12-26 23:48:00,Completed,PayPal,Desktop
530090,5517,2025-12-28 23:31:00,Returned,Card,Mobile
530091,10824,2025-04-11 09:34:00,Completed,Card,Mobile
530092,6824,2025-01-18 19:57:00,Completed,PayPal,Mobile
530093,10155,2025-05-02 11:50:00,Completed,Card,Desktop
530094,8071,2025-09-20 04:48:00,Completed,Card,Mobile
530095,17680,2025-07-07 01:22:00,Completed,PayPal,Mobile
530096,634,2025-10-04 10:37:00,Cancelled,Card,Mobile
530097,8967,2025-09-27 02:56:00,Completed,Google Pay,Desktop
530098,6112,2025-09-01 07:53:00,Completed,PayPal,Mobile
530099,5254,2025-11-24 01:52:00,Completed,Card,Tablet
530100,13266,2025-09-27 15:56:00,Completed,PayPal,Desktop
530101,319,2025-10-10 13:03:00,Returned,Google Pay,Desktop
530102,2817,2025-07-18 20:08:00,Completed,PayPal,Mobile
530103,10483,2025-06-07 15:18:00,Completed,PayPal,Mobile
530104,11049,2025-12-01 05:21:00,Completed,Google Pay,Desktop
530105,11246,2025-11-11 05:35:00,Completed,Apple Pay,Desktop
530106,15172,2025-05-24 03:03:00,Completed,Card,Desktop
530107,8952,2025-10-17 07:03:00,Completed,Card,Mobile
530108,12949,2025-05-04 21:03:00,Completed,Card,Desktop
530109,19461,2025-11-04 03:24:00,Completed,PayPal,Mobile
530110,11725,2025-01-18 09:48:00,Completed,Card,Desktop
530111,12449,2025-08-19 03:19:00,Cancelled,Card,Mobile
530112,18797,2025-12-05 08:40:00,Completed,Card,Mobile
530113,9196,2025-07-12 05:33:00,Completed,Card,Mobile
530114,16826,2025-01-17 20:09:00,Completed,Card,Mobile
530115,7093,2025-02-06 10:18:00,Completed,Card,Mobile
530116,13461,2025-11-24 06:37:00,Completed,PayPal,Mobile
530117,4477,2025-07-14 18:54:00,Completed,Card,Mobile
530118,9508,2025-05-29 15:07:00,Completed,Card,Mobile
530119,18871,2025-03-17 13:51:00,Completed,Google Pay,Mobile
530120,3839,2025-11-28 07:29:00,Completed,PayPal,Desktop
530121,13412,2025-09-09 18:12:00,Completed,Card,Tablet
530122,13460,2025-04-26 02:38:00,Completed,Card,Desktop
530123,4630,2025-06-05 17:43:00,Completed,Card,Desktop
530124,8387,2025-12-26 16:51:00,Completed,PayPal,Desktop
530125,10229,2025-02-17 23:40:00,Cancelled,Card,Tablet
530126,14740,2025-06-04 06:43:00,Completed,Card,Mobile
530127,14141,2025-05-28 01:04:00,Completed,Card,Desktop
530128,7075,2025-12-07 23:24:00,Completed,Card,Mobile
530129,11629,2025-04-18 20:35:00,Completed,Card,Mobile
530130,10228,2025-07-15 21:52:00,Completed,Google Pay,Mobile
530131,1419,2025-06-23 05:30:00,Completed,Card,Desktop
530132,8060,2025-01-18 15:34:00,Completed,Card,Tablet
530133,14835,2025-01-14 09:20:00,Completed,Apple Pay,Mobile
530134,3568,2025-02-15 06:25:00,Completed,PayPal,Desktop
530135,18173,2025-11-30 09:06:00,Completed,Card,Mobile
530136,1409,2025-04-09 00:04:00,Completed,Card,Mobile
530137,13112,2025-04-03 13:53:00,Cancelled,Card,Mobile
530138,11347,2025-12-24 00:15:00,Completed,Apple Pay,Desktop
530139,12011,2025-12-06 21:48:00,Completed,Card,Desktop
530140,3080,2025-07-25 21:27:00,Completed,Google Pay,Mobile
530141,13382,2025-10-30 21:42:00,Completed,Card,Mobile
530142,541,2025-09-26 22:45:00,Completed,Google Pay,Desktop
530143,18442,2025-11-25 19:55:00,Returned,Card,Mobile
530144,8743,2025-09-29 14:55:00,Completed,Card,Tablet
530145,16379,2025-11-05 23:42:00,Completed,Card,Desktop
530146,6560,2025-11-20 06:57:00,Completed,Google Pay,Desktop
530147,19686,2025-11-17 16:28:00,Completed,Apple Pay,Desktop
530148,4332,2025-01-25 14:02:00,Completed,Apple Pay,Mobile
530149,16565,2025-08-31 20:23:00,Completed,Card,Mobile
530150,11033,2025-04-13 19:24:00,Completed,Card,Mobile
530151,16660,2025-11-22 13:13:00,Completed,Google Pay,Mobile
530152,3384,2025-01-16 13:57:00,Completed,Google Pay,Mobile
530153,16025,2025-03-18 01:06:00,Completed,Card,Mobile
530154,3920,2025-11-27 21:08:00,Cancelled,Apple Pay,Mobile
530155,10387,2025-02-10 08:30:00,Completed,Card,Desktop
530156,15065,2025-06-19 06:32:00,Cancelled,Card,Desktop
530157,1706,2025-07-03 11:47:00,Cancelled,Card,Mobile
530158,18115,2025-10-01 06:02:00,Completed,Card,Desktop
530159,12190,2025-01-08 14:13:00,Completed,PayPal,Mobile
530160,12417,2025-04-11 23:20:00,Completed,Card,Mobile
530161,9513,2025-07-12 12:49:00,Completed,Card,Desktop
530162,2686,2025-10-30 22:50:00,Completed,PayPal,Mobile
530163,19228,2025-11-29 15:29:00,Completed,PayPal,Mobile
530164,16819,2025-12-07 23:20:00,Completed,Card,Tablet
530165,8470,2025-09-15 15:20:00,Completed,Apple Pay,Desktop
530166,14561,2025-03-07 07:35:00,Completed,Card,Tablet
530167,9255,2025-09-23 00:16:00,Returned,PayPal,Desktop
530168,8534,2025-01-26 07:42:00,Completed,Card,Mobile
530169,1273,2025-11-11 18:03:00,Completed,Apple Pay,Desktop
530170,1643,2025-12-14 02:29:00,Completed,Google Pay,Mobile
530171,1066,2025-12-03 11:10:00,Completed,Card,Desktop
530172,13805,2025-08-29 19:32:00,Completed,Card,Desktop
530173,26,2025-08-10 03:01:00,Completed,PayPal,Tablet
530174,3378,2025-05-06 05:38:00,Completed,Card,Mobile
530175,2962,2025-11-05 13:30:00,Completed,Card,Mobile
530176,19414,2025-11-10 01:13:00,Completed,Card,Mobile
530177,7407,2025-06-10 12:09:00,Completed,Card,Mobile
530178,18330,2025-02-24 07:19:00,Completed,Card,Mobile
530179,14619,2025-09-26 12:06:00,Completed,Card,Mobile
530180,1278,2025-11-08 21:06:00,Completed,Card,Mobile
530181,18864,2025-11-14 06:08:00,Completed,PayPal,Mobile
530182,4981,2025-08-31 21:39:00,Completed,PayPal,Mobile
530183,4941,2025-11-07 07:12:00,Completed,Card,Desktop
530184,6501,2025-02-09 12:22:00,Completed,Card,Desktop
530185,3343,2025-12-11 15:51:00,Completed,PayPal,Desktop
530186,11975,2025-02-11 01:06:00,Completed,Card,Mobile
530187,13799,2025-06-07 05:12:00,Completed,PayPal,Mobile
530188,12371,2025-12-17 01:54:00,Returned,Card,Mobile
530189,18286,2025-02-02 20:37:00,Completed,Card,Mobile
530190,13676,2025-04-10 17:42:00,Completed,Apple Pay,Mobile
530191,10890,2025-03-06 21:44:00,Completed,Apple Pay,Mobile
530192,9460,2025-07-18 22:03:00,Completed,Apple Pay,Mobile
530193,11245,2025-12-27 03:03:00,Completed,Apple Pay,Desktop
530194,18078,2025-04-25 02:32:00,Completed,Card,Mobile
530195,1502,2025-11-29 09:43:00,Completed,Apple Pay,Tablet
530196,14497,2025-10-02 18:51:00,Completed,Card,Mobile
530197,12142,2025-11-25 16:19:00,Completed,Card,Mobile
530198,2734,2025-12-08 01:29:00,Completed,Card,Mobile
530199,12671,2025-04-27 23:44:00,Completed,Apple Pay,Mobile
530200,3386,2025-07-28 20:18:00,Cancelled,Card,Desktop
530201,3836,2025-03-02 04:11:00,Completed,Card,Mobile
530202,6202,2025-07-24 19:09:00,Completed,PayPal,Mobile
530203,15829,2025-03-16 08:38:00,Completed,Card,Tablet
530204,1175,2025-01-06 15:39:00,Completed,PayPal,Mobile
530205,2438,2025-11-17 12:37:00,Returned,Card,Mobile
530206,2385,2025-12-13 17:33:00,Completed,Card,Tablet
530207,4443,2025-05-22 12:31:00,Completed,Card,Desktop
530208,14635,2025-02-13 06:57:00,Completed,PayPal,Desktop
530209,761,2025-12-24 12:14:00,Completed,Card,Mobile
530210,19155,2025-01-14 01:51:00,Completed,PayPal,Desktop
530211,12455,2025-08-03 13:07:00,Completed,Card,Desktop
530212,6252,2025-03-04 10:32:00,Completed,Card,Mobile
530213,10485,2025-11-21 10:22:00,Completed,Card,Mobile
530214,19438,2025-07-08 22:45:00,Completed,Google Pay,Desktop
530215,15573,2025-06-27 07:28:00,Completed,Apple Pay,Mobile
530216,5797,2025-10-08 23:08:00,Completed,Google Pay,Mobile
530217,5631,2025-04-14 02:21:00,Completed,Card,Mobile
530218,10999,2025-05-08 01:03:00,Completed,Card,Mobile
530219,10289,2025-05-06 02:27:00,Completed,Card,Mobile
530220,191,2025-01-09 08:51:00,Completed,Card,Desktop
530221,10740,2025-11-15 13:27:00,Completed,Card,Mobile
530222,7304,2025-06-08 11:21:00,Completed,Google Pay,Mobile
530223,4428,2025-10-19 00:42:00,Completed,Card,Mobile
530224,11543,2025-08-12 13:22:00,Completed,Card,Mobile
530225,10665,2025-10-03 08:51:00,Completed,Card,Mobile
530226,8473,2025-08-01 03:28:00,Completed,PayPal,Desktop
530227,15775,2025-11-24 10:09:00,Completed,Google Pay,Mobile
530228,1302,2025-09-03 11:47:00,Completed,Apple Pay,Mobile
530229,15353,2025-03-17 10:52:00,Completed,Card,Mobile
530230,16179,2025-07-04 16:03:00,Completed,Card,Tablet
530231,5112,2025-11-19 04:20:00,Completed,Card,Mobile
530232,2984,2025-12-17 16:59:00,Completed,Card,Desktop
530233,8705,2025-01-30 15:39:00,Completed,Card,Desktop
530234,15722,2025-09-05 10:51:00,Completed,Card,Mobile
530235,2413,2025-10-12 14:33:00,Completed,PayPal,Tablet
530236,4201,2025-11-28 05:01:00,Completed,PayPal,Desktop
530237,13190,2025-12-23 19:49:00,Completed,Card,Desktop
530238,7594,2025-09-26 06:17:00,Completed,Card,Desktop
530239,19230,2025-04-14 06:41:00,Returned,Card,Mobile
530240,13573,2025-10-17 19:00:00,Completed,Card,Mobile
530241,10048,2025-01-19 17:38:00,Completed,Card,Mobile
530242,6419,2025-10-11 17:27:00,Completed,Card,Desktop
530243,77,2025-04-24 19:31:00,Completed,Card,Mobile
530244,10060,2025-12-01 20:01:00,Completed,Google Pay,Desktop
530245,12206,2025-10-17 02:53:00,Completed,Apple Pay,Mobile
530246,15585,2025-10-14 23:07:00,Completed,Google Pay,Mobile
530247,13182,2025-07-22 20:33:00,Completed,Card,Mobile
530248,8521,2025-03-17 08:32:00,Completed,Card,Mobile
530249,12883,2025-08-02 20:07:00,Completed,Card,Mobile
530250,1750,2025-06-03 04:58:00,Completed,Card,Desktop
530251,7089,2025-05-23 15:39:00,Completed,Card,Mobile
530252,4981,2025-01-02 16:41:00,Completed,Card,Tablet
530253,135,2025-10-25 03:42:00,Completed,PayPal,Mobile
530254,15451,2025-09-01 08:45:00,Completed,Card,Desktop
530255,11813,2025-09-13 00:20:00,Completed,Card,Desktop
530256,3038,2025-09-28 23:26:00,Completed,Card,Mobile
530257,1999,2025-12-21 03:02:00,Completed,Apple Pay,Mobile
530258,18850,2025-05-06 22:02:00,Completed,Google Pay,Mobile
530259,16683,2025-02-10 06:57:00,Completed,Apple Pay,Desktop
530260,18508,2025-09-28 07:29:00,Completed,PayPal,Mobile
530261,17185,2025-02-05 22:37:00,Completed,Card,Desktop
530262,2456,2025-09-25 09:06:00,Completed,Card,Desktop
530263,19346,2025-03-28 05:55:00,Completed,PayPal,Mobile
530264,371,2025-11-28 00:19:00,Completed,PayPal,Mobile
530265,14284,2025-08-31 01:52:00,Completed,Apple Pay,Mobile
530266,6333,2025-02-18 13:10:00,Completed,Apple Pay,Desktop
530267,19067,2025-05-07 16:48:00,Completed,Card,Mobile
530268,6048,2025-11-30 10:04:00,Completed,Card,Mobile
530269,19221,2025-02-08 07:12:00,Completed,Card,Desktop
530270,9799,2025-05-04 02:30:00,Completed,Card,Desktop
530271,19411,2025-06-12 07:05:00,Completed,Apple Pay,Desktop
530272,2919,2025-11-24 09:42:00,Completed,PayPal,Mobile
530273,18224,2025-04-25 02:04:00,Completed,Card,Desktop
530274,10395,2025-12-04 06:37:00,Completed,PayPal,Mobile
530275,7350,2025-09-26 14:01:00,Completed,Card,Mobile
530276,13382,2025-07-10 02:38:00,Completed,Card,Mobile
530277,564,2025-01-21 18:07:00,Completed,PayPal,Desktop
530278,9912,2025-03-02 13:03:00,Completed,Google Pay,Mobile
530279,17226,2025-03-22 19:16:00,Completed,Card,Mobile
530280,13857,2025-05-05 04:00:00,Completed,Apple Pay,Tablet
530281,8972,2025-12-09 07:33:00,Completed,Card,Mobile
530282,15835,2025-12-15 19:03:00,Completed,Apple Pay,Mobile
530283,9984,2025-08-20 04:42:00,Completed,Card,Tablet
530284,212,2025-04-17 04:58:00,Completed,Card,Mobile
530285,13383,2025-05-21 10:45:00,Completed,Card,Mobile
530286,1026,2025-01-26 20:53:00,Completed,Card,Mobile
530287,6538,2025-07-09 09:26:00,Completed,Card,Tablet
530288,19998,2025-06-02 07:04:00,Completed,Card,Mobile
530289,7576,2025-04-17 14:13:00,Completed,Card,Mobile
530290,1608,2025-08-22 03:56:00,Completed,Card,Mobile
530291,3993,2025-09-02 09:04:00,Completed,PayPal,Tablet
530292,12289,2025-04-12 15:02:00,Completed,Card,Mobile
530293,7192,2025-02-22 06:17:00,Completed,Card,Mobile
530294,7512,2025-11-19 22:37:00,Completed,Google Pay,Mobile
530295,14085,2025-08-13 12:09:00,Completed,Card,Mobile
530296,8356,2025-08-04 12:51:00,Completed,Google Pay,Mobile
530297,242,2025-05-12 21:53:00,Completed,Google Pay,Desktop
530298,3226,2025-10-14 03:16:00,Completed,Card,Mobile
530299,17796,2025-12-26 07:02:00,Completed,PayPal,Mobile
530300,784,2025-09-20 05:38:00,Completed,Card,Mobile
530301,11854,2025-07-08 12:28:00,Completed,PayPal,Desktop
530302,16277,2025-09-17 01:07:00,Returned,Card,Desktop
530303,8912,2025-09-22 18:56:00,Completed,Google Pay,Mobile
530304,16703,2025-11-14 03:35:00,Completed,Google Pay,Mobile
530305,2928,2025-02-13 18:34:00,Completed,Card,Desktop
530306,10070,2025-03-25 22:54:00,Completed,Card,Mobile
530307,4937,2025-04-16 02:09:00,Completed,Card,Desktop
530308,18298,2025-04-24 07:31:00,Completed,Card,Mobile
530309,11170,2025-02-04 03:46:00,Completed,Card,Desktop
530310,12151,2025-11-24 18:06:00,Completed,Card,Desktop
530311,396,2025-04-09 21:37:00,Completed,Apple Pay,Tablet
530312,9734,2025-09-26 08:57:00,Completed,Card,Mobile
530313,7124,2025-11-08 11:47:00,Completed,Card,Mobile
530314,2028,2025-05-08 20:55:00,Completed,PayPal,Desktop
530315,3731,2025-04-01 22:49:00,Completed,Card,Mobile
530316,13028,2025-02-14 13:02:00,Completed,Card,Desktop
530317,6649,2025-06-27 17:27:00,Completed,Card,Desktop
530318,19630,2025-10-29 22:28:00,Returned,PayPal,Mobile
530319,12137,2025-06-11 06:21:00,Completed,Card,Desktop
530320,5888,2025-12-30 16:21:00,Completed,Card,Desktop
530321,15443,2025-08-07 12:59:00,Completed,PayPal,Tablet
530322,4245,2025-06-23 00:41:00,Completed,Card,Desktop
530323,8421,2025-08-24 06:14:00,Completed,PayPal,Desktop
530324,13161,2025-07-26 05:38:00,Completed,Card,Mobile
530325,8103,2025-09-13 15:32:00,Returned,Card,Desktop
530326,3187,2025-11-19 17:04:00,Completed,Card,Desktop
530327,14186,2025-05-10 16:01:00,Completed,Card,Mobile
530328,18524,2025-05-10 09:01:00,Completed,Card,Mobile
530329,12589,2025-09-18 19:07:00,Completed,Card,Mobile
530330,12516,2025-12-06 23:57:00,Completed,Card,Mobile
530331,9309,2025-06-29 12:11:00,Completed,Apple Pay,Mobile
530332,13766,2025-07-06 15:34:00,Completed,Card,Desktop
530333,7415,2025-12-11 22:10:00,Completed,Card,Mobile
530334,7365,2025-06-16 16:36:00,Cancelled,Card,Mobile
530335,18737,2025-02-17 01:10:00,Cancelled,Card,Desktop
530336,4555,2025-04-02 19:02:00,returned,Apple Pay,Mobile
530337,5873,2025-11-10 00:45:00,Completed,Apple Pay,Mobile
530338,5204,2025-07-15 11:32:00,Returned,Card,Tablet
530339,15594,2025-12-02 16:13:00,Completed,Card,Mobile
530340,2432,2025-05-11 09:52:00,Completed,Apple Pay,Mobile
530341,7321,2025-12-06 14:14:00,Completed,Card,Mobile
530342,11130,2025-05-25 00:54:00,Completed,PayPal,Mobile
530343,1769,2025-11-30 23:19:00,Completed,Card,Mobile
530344,8880,2025-10-18 11:25:00,Completed,Card,Mobile
530345,16902,2025-01-01 08:27:00,Completed,Google Pay,Desktop
530346,2351,2025-03-25 08:11:00,Completed,Google Pay,Desktop
530347,19951,2025-06-21 21:39:00,Completed,PayPal,Desktop
530348,5915,2025-02-26 15:10:00,Completed,Card,Mobile
530349,11927,2025-08-12 23:22:00,Completed,Card,Mobile
530350,3378,2025-11-06 15:47:00,Completed,Apple Pay,Mobile
530351,16061,2025-07-26 06:28:00,Completed,Google Pay,Desktop
530352,11780,2025-03-07 10:14:00,Completed,Card,Tablet
530353,14348,2025-01-19 09:39:00,Completed,Card,Mobile
530354,15965,2025-02-18 13:10:00,Completed,Card,Mobile
530355,1967,2025-02-03 13:51:00,Completed,PayPal,Mobile
530356,16610,2025-12-04 02:43:00,Completed,Card,Desktop
530357,4072,2025-11-15 10:16:00,Completed,PayPal,Mobile
530358,8104,2025-03-28 04:11:00,Returned,Google Pay,Mobile
530359,19770,2025-09-27 17:20:00,Completed,PayPal,Mobile
530360,19610,2025-05-11 01:51:00,Returned,Apple Pay,Mobile
530361,10315,2025-05-25 19:36:00,Completed,Card,Tablet
530362,18021,2025-04-01 06:23:00,Completed,Google Pay,Mobile
530363,17746,2025-07-23 12:10:00,Completed,Google Pay,Mobile
530364,5226,2025-04-02 11:53:00,Completed,Apple Pay,Desktop
530365,16291,2025-01-02 19:20:00,Completed,Card,Mobile
530366,19373,2025-01-16 08:24:00,Cancelled,Card,Desktop
530367,19229,2025-07-08 04:51:00,Completed,Card,Desktop
530368,12347,2025-11-10 17:57:00,Returned,Card,Mobile
530369,1610,2025-12-18 13:14:00,Cancelled,Card,Mobile
530370,17572,2025-06-07 03:20:00,Completed,PayPal,Mobile
530371,12585,2025-04-10 01:40:00,Completed,Apple Pay,Mobile
530372,9831,2025-08-10 21:11:00,Completed,Card,Desktop
530373,10630,2025-12-14 05:25:00,Completed,Card,Mobile
530374,8321,2025-06-28 06:54:00,Completed,Apple Pay,Mobile
530375,6341,2025-02-11 03:29:00,Completed,Card,Mobile
530376,12988,2025-09-24 17:49:00,Completed,Card,Mobile
530377,17284,2025-11-15 21:16:00,Completed,Card,Desktop
530378,4636,2025-08-03 16:02:00,Completed,Card,Desktop
530379,4752,2025-01-18 13:04:00,Completed,PayPal,Mobile
530380,11671,2025-02-20 10:45:00,Returned,Apple Pay,Desktop
530381,1512,2025-12-17 02:51:00,Completed,Card,Tablet
530382,9371,2025-06-10 10:10:00,Completed,Card,Tablet
530383,4780,2025-07-09 13:08:00,Returned,PayPal,Desktop
530384,706,2025-08-01 09:06:00,Completed,Card,Mobile
530385,7070,2025-09-25 19:52:00,Completed,Card,Mobile
530386,13784,2025-11-26 01:13:00,Completed,Card,Mobile
530387,3171,2025-07-12 15:46:00,Completed,Card,Mobile
530388,19516,2025-04-11 07:42:00,Completed,Card,Desktop
530389,2701,2025-01-28 07:42:00,Completed,Card,Tablet
530390,6324,2025-04-10 19:59:00,Completed,Card,Desktop
530391,5037,2025-01-23 22:34:00,Completed,Card,Mobile
530392,14808,2025-12-05 07:25:00,Completed,Card,Mobile
530393,14089,2025-05-15 20:37:00,Completed,PayPal,Mobile
530394,5065,2025-11-02 23:24:00,Completed,PayPal,Mobile
530395,8645,2025-12-18 00:18:00,Completed,PayPal,Mobile
530396,7255,2025-08-24 03:16:00,Completed,Card,Mobile
530397,19893,2025-11-13 13:46:00,Completed,Card,Mobile
530398,18603,2025-12-02 13:04:00,Completed,Card,Mobile
530399,6216,2025-04-24 07:59:00,Completed,PayPal,Tablet
530400,13515,2025-01-30 17:48:00,Completed,Apple Pay,Tablet
530401,478,2025-11-28 08:06:00,Completed,Apple Pay,Mobile
530402,18641,2025-08-28 11:56:00,Completed,Card,Mobile
530403,19674,2025-03-09 06:21:00,Completed,Apple Pay,Desktop
530404,11504,2025-08-12 12:08:00,Completed,Card,Desktop
530405,14903,2025-09-14 11:07:00,Completed,Card,Desktop
530406,15622,2025-12-16 15:19:00,Completed,PayPal,Desktop
530407,13146,2025-03-15 08:20:00,Completed,Card,Tablet
530408,19393,2025-12-01 02:09:00,Completed,Card,Mobile
530409,1340,2025-04-14 22:38:00,Completed,Card,Mobile
530410,2825,2025-12-22 02:53:00,Completed,Apple Pay,Desktop
530411,4222,2025-11-17 16:02:00,Cancelled,Card,Desktop
530412,18227,2025-12-05 01:59:00,Completed,PayPal,Tablet
530413,7955,2025-01-19 09:08:00,Completed,Google Pay,Desktop
530414,275,2025-01-07 00:49:00,Completed,Google Pay,Mobile
530415,8472,2025-05-29 14:53:00,Completed,PayPal,Mobile
530416,18185,2025-01-07 20:32:00,Completed,Card,Desktop
530417,16501,2025-09-13 08:14:00,Completed,Card,Mobile
530418,13233,2025-10-06 23:47:00,Completed,Card,Desktop
530419,12521,2025-12-04 02:39:00,Completed,PayPal,Tablet
530420,10241,2025-12-13 23:58:00,Completed,Card,Tablet
530421,16587,2025-07-01 09:02:00,Completed,Apple Pay,Mobile
530422,16812,2025-12-01 07:02:00,Completed,Card,Mobile
530423,16300,2025-11-18 17:18:00,Completed,Card,Desktop
530424,7160,2025-04-26 19:09:00,Completed,Card,Mobile
530425,14657,2025-12-30 13:09:00,Completed,Card,Mobile
530426,18539,2025-01-16 13:05:00,Cancelled,Card,Mobile
530427,5856,2025-08-23 08:46:00,Completed,Apple Pay,Mobile
530428,6981,2025-05-01 16:38:00,Completed,Apple Pay,Mobile
530429,7359,2025-09-27 10:22:00,Completed,Card,Mobile
530430,16,2025-08-09 01:21:00,Completed,PayPal,Mobile
530431,4388,2025-12-19 17:42:00,Completed,Card,Mobile
530432,10341,2025-05-22 13:11:00,Completed,Card,Mobile
530433,6570,2025-01-13 07:53:00,Completed,Card,Desktop
530434,4246,2025-01-13 03:04:00,Completed,Google Pay,Tablet
530435,17832,2025-02-13 03:47:00,Completed,Card,Desktop
530436,2515,2025-10-10 13:16:00,Completed,Card,Mobile
530437,2306,2025-09-14 17:46:00,Completed,Google Pay,Mobile
530438,7058,2025-11-19 20:16:00,Completed,Card,Mobile
530439,5115,2025-12-27 17:58:00,Completed,Card,Desktop
530440,6284,2025-07-22 07:42:00,Completed,Card,Mobile
530441,12756,2025-12-02 15:05:00,Completed,Card,Mobile
530442,16147,2025-01-13 05:45:00,Completed,Card,Desktop
530443,13214,2025-03-06 13:44:00,Completed,PayPal,Desktop
